PERIOD,SEASON_NAME,SEASON,CATEGORY,TAG_SALES,NET_SALES,DISCOUNT_RATE
Feb-29,2024FW,24F,BOTTOM,0,53274.228,0
Feb-29,2024FW,24F,INNER,0,183658.028,0
Feb-29,2024FW,24F,OUTER,0,113371.464,0
Feb-29,2024FW,24F,Wear_etc,0,5593.84,0
Feb-29,2026FW,26F,BOTTOM,0,62423.4996,0
Feb-29,2026FW,26F,INNER,0,202820.0076,0
Feb-29,2026FW,26F,OUTER,0,113704.0512,0
Feb-29,2026FW,26F,Wear_etc,0,2444.3526,0
Feb-29,2027FW,27F,BOTTOM,0,476863.5174,0
Feb-29,2027FW,27F,INNER,0,1549375.841,0
Feb-29,2027FW,27F,OUTER,0,694883.3582,0
Feb-29,2027FW,27F,Wear_etc,0,18672.8169,0
